case,subcase_id,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete,fit_cutoff_minutes,fit_time_exempt,decision_stage,decision,decision_reason
3re,12,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.3333333333338167e-5,1.6666666666687037e-5,9.12870929175852e-6,3.333333333334447e-5,1.9999999999982236,0.06991000000000001,0.07296666666666668,0.06991000000000001,0.07296666666666668,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,12,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.9449733333333337,1.9655333333333336,0.11396147533755048,2.0232666666666668,1.029372858935658,2.43608,2.5197999999999996,2.43608,2.5197999999999996,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,12,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.6500666666666668,1.9167166666666664,0.9087378234703096,2.440766666666667,1.273410258862813,1.71694,2.51155,1.71694,2.51155,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,13,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06784666666666667,0.05660000000000001,0.02129393953948191,0.10133333333333332,1.7903415783274437,2.46335,2.5088333333333335,2.46335,2.5088333333333335,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,13,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14096333333333333,0.08046666666666669,0.08384655412650474,0.2334,2.9005799502899743,0.40102,0.6668333333333333,0.40102,0.6668333333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,13,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.8503033333333336,3.0729,0.4607138076458697,3.3110333333333335,1.077494657598143,3.19404,3.6364333333333336,3.19404,3.6364333333333336,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,13,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.9999999999995217e-5,3.3333333333314856e-5,7.453559925001789e-6,3.333333333334447e-5,1.0000000000008884,0.08338666666666666,0.09761666666666668,0.08338666666666666,0.09761666666666668,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,13,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06350333333333333,0.05838333333333333,0.01861423962096402,0.0963,1.6494433342848989,0.65907,0.7648166666666667,0.65907,0.7648166666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,13,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.345433333333333,2.5345500000000003,6.744780276639032,17.033333333333335,6.720456622806152,5.461166666666667,17.161883333333336,5.461166666666667,17.161883333333336,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,14,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08610333333333334,0.08719999999999999,0.01126065174746904,0.0986666666666667,1.1314984709480127,2.4264033333333335,2.4542,2.4264033333333335,2.4542,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,14,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.1187,0.08043333333333334,0.08370920897169358,0.26839999999999997,3.3369249896394524,0.3367,0.7841666666666666,0.3367,0.7841666666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,14,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.612543333333333,4.659566666666667,0.6178829991502344,5.562566666666666,1.1937948450142002,5.2007900000000005,5.921433333333334,5.2007900000000005,5.921433333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,14,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.5446700000000001,0.2874333333333334,0.35612531412567566,0.9374666666666668,3.261509915342688,0.6788633333333334,1.1274166666666667,0.6788633333333334,1.1274166666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,14,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.00000000000041e-5,3.333333333332966e-5,7.453559924998478e-6,3.333333333334447e-5,1.000000000000444,0.07296333333333334,0.11233333333333334,0.07296333333333334,0.11233333333333334,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,14,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.1713366666666667,0.16751666666666667,0.01022990849312825,0.18188333333333337,1.0857626106855038,0.8141533333333334,0.8633000000000001,0.8141533333333334,0.8633000000000001,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,14,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.3445666666666667,1.0872166666666667,2.3174457566167783,5.963100000000001,5.484739319056306,2.442453333333334,6.0701,2.442453333333334,6.0701,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,15,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09780666666666668,0.09986666666666669,0.00789998769337999,0.10834999999999996,1.0849465954606134,2.5029566666666665,2.647,2.5029566666666665,2.647,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,15,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10206333333333334,0.0971166666666667,0.00719488051016523,0.10995,1.1321434700532005,0.30122666666666664,0.3202333333333333,0.30122666666666664,0.3202333333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,15,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.247413333333333,5.43345,0.498093936700476,5.7267166666666665,1.0539743011653124,5.639233333333333,6.053383333333334,5.639233333333333,6.053383333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,15,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09491333333333334,0.09776666666666664,0.00917135789049557,0.10296666666666664,1.0531878622570747,0.20579666666666663,0.21686666666666668,0.20579666666666663,0.21686666666666668,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,15,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.9999999999998175e-5,3.3333333333314856e-5,7.453559924986892e-6,3.333333333334447e-5,1.0000000000008884,0.07564,0.0841,0.07564,0.0841,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,15,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.4904566666666667,0.5103666666666667,0.04470693241048368,0.5155166666666667,1.0100907844033702,1.41124,1.4662833333333334,1.41124,1.4662833333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,15,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.9356633333333335,1.8324,1.3468794305624476,4.173450000000001,2.277586771447283,2.056086666666667,4.291300000000001,2.056086666666667,4.291300000000001,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,16,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.23559,0.23108333333333336,0.02486442851857961,0.2685,1.16191849981969,2.6455533333333334,2.698666666666667,2.6455533333333334,2.698666666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,16,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11885666666666668,0.09043333333333334,0.04031973014404846,0.16338333333333335,1.806671581275341,0.32816666666666666,0.4660333333333334,0.32816666666666666,0.4660333333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,16,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.034156666666666,5.804799999999999,1.532786327230395,6.485833333333333,1.1173224457919884,5.42626,6.832633333333334,5.42626,6.832633333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,16,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10872333333333334,0.1283,0.03069349505821859,0.13328333333333336,1.0388412574694728,0.22863333333333336,0.2685,0.22863333333333336,0.2685,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,16,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.333333333335039e-5,3.333333333334447e-5,1.178511301976926e-5,5.000000000000189e-5,1.4999999999995557,0.11065,0.15505000000000002,0.11065,0.15505000000000002,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,16,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.7107600000000005,4.130416666666667,1.3761600863049648,7.171566666666666,1.736281650358115,6.262986666666667,10.687966666666666,6.262986666666667,10.687966666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,16,bayesFPCA,10,10,10,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5.9343200000000005,2.250716666666667,10.151702445034456,33.98636666666667,15.100242145094525,6.021876666666667,34.058350000000004,6.021876666666667,34.058350000000004,30,FALSE,final,include,At least 80% of runs completed and mean fitting time did not exceed 30 minutes
3re,17,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09235333333333332,0.08710000000000001,0.03064217636236404,0.13406666666666664,1.5392269422120164,3.5606933333333335,3.63735,3.5606933333333335,3.63735,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,17,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16172,0.12369999999999998,0.086041810250082,0.3156333333333334,2.5516033414174086,0.4675633333333334,0.9215833333333332,0.4675633333333334,0.9215833333333332,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,17,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9.789493333333334,10.418966666666668,1.1908498766403954,10.74635,1.0314218620528586,10.596106666666667,11.411833333333334,10.596106666666667,11.411833333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,17,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.3333333333332623e-5,3.333333333334447e-5,1.6219309263557786e-17,3.333333333334447e-5,1,0.11096333333333332,0.1123,0.11096333333333332,0.1123,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,17,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08925,0.08923333333333332,1.2076147288491832e-4,0.08945000000000002,1.0024280911468064,1.17415,1.4824166666666665,1.17415,1.4824166666666665,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,17,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.11152,1.3133666666666668,2.4041693841521328,6.369683333333334,4.849889596710743,2.25449,6.5400833333333335,2.25449,6.5400833333333335,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,18,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13224666666666665,0.13756666666666667,0.01932229354341192,0.15025000000000002,1.0921977223164527,4.40944,4.928733333333333,4.40944,4.928733333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,18,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.15262,0.12658333333333333,0.04655330934650201,0.2029,1.6028966425279791,0.4105933333333333,0.5696166666666667,0.4105933333333333,0.5696166666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,18,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,7.2304,8.890033333333333,2.8753221575059102,9.6754,1.0883423759191004,7.937263333333334,10.4507,7.937263333333334,10.4507,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,18,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.37565333333333334,0.376,0.00470666489612813,0.3801166666666667,1.010948581560284,0.4993066666666667,0.5049166666666667,0.4993066666666667,0.5049166666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,18,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.0000000000001136e-5,3.3333333333314856e-5,7.4535599249885476e-6,3.333333333334447e-5,1.0000000000008884,0.09501,0.10235,0.09501,0.10235,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,18,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.3286833333333333,0.32944999999999997,0.00180142690356528,0.33085,1.0042495067536803,1.5921166666666666,1.7398,1.5921166666666666,1.7398,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,18,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.7901233333333333,0.5979,2.58460248258799,6.39065,10.688493059039974,1.9398633333333333,6.611683333333333,1.9398633333333333,6.611683333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,19,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13970666666666667,0.13036666666666666,0.0229839847623417,0.1807166666666667,1.3862183584760934,3.289146666666667,3.409,3.289146666666667,3.409,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,19,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16182,0.13749999999999998,0.05469045392022268,0.25965,1.8883636363636365,0.45283666666666667,0.6836166666666667,0.45283666666666667,0.6836166666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,19,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.56397,7.454866666666667,2.9593608414984556,9.510750000000002,1.2757773445534464,7.321116666666667,10.157583333333331,7.321116666666667,10.157583333333331,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,19,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13415333333333335,0.1211,0.05112506913877423,0.22391666666666668,1.8490228461326728,0.2516466666666667,0.4037833333333333,0.2516466666666667,0.4037833333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,19,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.999999999999559e-5,5.000000000000189e-5,2.236067977500095e-5,6.666666666665932e-5,1.333333333333136,0.1216,0.1719166666666667,0.1216,0.1719166666666667,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,19,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.61696,0.6179166666666667,0.00878785936518227,0.6262166666666665,1.0134322319622384,2.15875,2.3066833333333334,2.15875,2.3066833333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,19,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.668893333333333,2.3209000000000004,3.412918468798612,9.608949999999998,4.14018268775044,3.83742,9.763766666666667,3.83742,9.763766666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,20,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.26942333333333335,0.2526166666666667,0.04093830317278268,0.3337666666666667,1.3212377119482748,3.61834,3.8500333333333336,3.61834,3.8500333333333336,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,20,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.1977233333333333,0.11966666666666666,0.1757800691836882,0.5121666666666667,4.279944289693594,0.48595,1.1136499999999998,0.48595,1.1136499999999998,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,20,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,11.459626666666669,12.92575,4.426740531631473,15.290116666666668,1.1829191084978952,12.17345,15.991066666666669,12.17345,15.991066666666669,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,20,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10572666666666668,0.10018333333333336,0.01411447051000419,0.12168333333333334,1.2146065546498086,0.2234,0.23813333333333336,0.2234,0.23813333333333336,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,20,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.33333333333267e-5,3.3333333333314856e-5,1.6219309263557786e-17,3.333333333334447e-5,1.0000000000008884,0.10945333333333332,0.11048333333333336,0.10945333333333332,0.11048333333333336,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,20,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.878556666666667,6.935533333333334,0.1177856153969766,6.9881833333333345,1.0075913412090396,8.526013333333333,8.81515,8.526013333333333,8.81515,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,20,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.26482,1.4738833333333334,0.5683756171220656,1.8826333333333336,1.27732859905239,1.3761466666666666,1.98925,1.3761466666666666,1.98925,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,21,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.12764666666666669,0.12723333333333334,0.02877722237773786,0.17076666666666665,1.3421535237097195,4.4365033333333335,4.8341,4.4365033333333335,4.8341,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,21,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.19457333333333332,0.20578333333333332,0.01655301080367758,0.20718333333333333,1.0068032720498907,0.55149,0.58845,0.55149,0.58845,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,21,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9.997716666666667,9.755716666666668,2.8321662269757795,13.63985,1.3981392106850168,11.159276666666669,14.75475,11.159276666666669,14.75475,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,21,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.999999999999559e-5,3.333333333334447e-5,1.4907119849980402e-5,6.666666666662971e-5,1.9999999999982232,0.12584666666666666,0.21175,0.12584666666666666,0.21175,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,21,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16943333333333332,0.1045,0.09830208896277053,0.2903833333333334,2.7787878787878793,1.8685433333333337,2.417566666666666,1.8685433333333337,2.417566666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,21,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.799016666666667,3.887283333333334,6.850910598366145,17.49416666666667,4.500358004947757,7.061563333333334,17.881383333333336,7.061563333333334,17.881383333333336,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,22,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.15103,0.15426666666666666,0.02496038082864744,0.17823333333333335,1.1553586862575629,4.125606666666667,4.2555000000000005,4.125606666666667,4.2555000000000005,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,22,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.25653333333333334,0.18195,0.11541073691145225,0.3824333333333333,2.101859485206558,0.7608166666666667,1.2230666666666667,0.7608166666666667,1.2230666666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,22,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,18.542303333333333,18.976733333333335,2.0878953733165533,21.041183333333333,1.1087884813332816,19.80898,22.2418,19.80898,22.2418,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,22,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.68708,0.7470166666666667,0.08509412386684917,0.7514000000000001,1.005867785189978,0.85915,0.9279333333333334,0.85915,0.9279333333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,22,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.999999999999559e-5,3.333333333334447e-5,9.12870929175852e-6,5.000000000000189e-5,1.4999999999995557,0.14689666666666668,0.16596666666666665,0.14689666666666668,0.16596666666666665,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,22,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.5362866666666667,0.5336833333333334,0.02402668192748311,0.5765833333333333,1.0803847475094468,2.53004,3.0735,2.53004,3.0735,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,22,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.320543333333333,2.2940833333333335,7.4900407853862845,18.592116666666666,8.104377202223109,5.473136666666666,18.758533333333332,5.473136666666666,18.758533333333332,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,23,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.18847666666666665,0.19183333333333336,0.03408030263624104,0.23535,1.2268462206776716,4.5844966666666664,5.381466666666666,4.5844966666666664,5.381466666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,23,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.23381,0.1646,0.14480059929280528,0.4923333333333334,2.991089509923046,0.6137933333333334,1.3070833333333334,0.6137933333333334,1.3070833333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,23,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8.902143333333335,8.523733333333334,1.4712284126897348,10.664883333333334,1.251198614065824,10.020923333333334,11.7642,10.020923333333334,11.7642,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,23,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13343666666666668,0.13315000000000002,0.00227762059078232,0.1356,1.0184003004130675,0.24226000000000003,0.2451500000000001,0.24226000000000003,0.2451500000000001,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,23,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.999999999999559e-5,3.333333333334447e-5,2.5276251480166613e-5,8.333333333331676e-5,2.4999999999986677,0.1499066666666667,0.2928,0.1499066666666667,0.2928,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,23,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.7131133333333337,1.3807166666666668,0.8183228516300886,2.9893666666666667,2.165083350433953,6.619026666666667,12.147983333333334,6.619026666666667,12.147983333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,23,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9.006013333333334,4.282333333333333,10.425817394290164,27.6225,6.450338600451468,9.349003333333334,27.8329,9.349003333333334,27.8329,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,24,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.34438,0.32975000000000004,0.03957670716469475,0.3877666666666667,1.1759413697245389,4.797096666666667,5.101766666666666,4.797096666666667,5.101766666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,24,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.33046000000000003,0.3159833333333334,0.02006713593028274,0.3525166666666667,1.1156179123371486,0.8391,0.89095,0.8391,0.89095,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,24,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,14.382643333333332,15.5069,3.9061773327036464,19.52315,1.2589976075166538,15.558003333333334,20.668349999999997,15.558003333333334,20.668349999999997,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,24,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.17013666666666666,0.1440833333333333,0.08230646778284732,0.3139333333333333,2.1788316946211683,0.33444333333333337,0.6797666666666667,0.33444333333333337,0.6797666666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
3re,24,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.666666666666373e-5,3.3333333333314856e-5,9.12870929175852e-6,3.333333333334447e-5,1.0000000000008884,0.09587666666666668,0.09681666666666668,0.09587666666666668,0.09681666666666668,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
3re,24,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,11.916746666666668,11.053833333333332,2.4882359888695356,16.316566666666667,1.4761002970311958,14.479893333333331,19.01541666666667,14.479893333333331,19.01541666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
