case,subcase_id,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete,decision,n_full_seeds,projected_total_hours,projected_total_hours_buffered,suggested_walltime_minutes
2re,20,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14720999999999998,0.14563333333333336,0.0114264410712853,0.16315,1.1202792401007093,3.59904,3.6116000000000006,3.59904,3.6116000000000006,include,100,5.9984,7.498,4.514500000000001
2re,20,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.15771333333333334,0.16816666666666666,0.023462950700104953,0.1687833333333333,1.003666997026759,0.4172266666666667,0.45208333333333334,0.4172266666666667,0.45208333333333334,include,100,0.6953777777777778,0.8692222222222222,0.5651041666666666
2re,20,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,10.361556666666667,10.488483333333333,0.35084306015811545,10.810033333333333,1.030657435377533,11.07982,11.58405,11.07982,11.58405,include,100,18.466366666666666,23.08295833333333,14.480062499999999
2re,20,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16291333333333333,0.09785,0.1489163310945669,0.42928333333333335,4.387157213421904,0.34149999999999997,0.8641333333333333,0.34149999999999997,0.8641333333333333,include,100,0.5691666666666666,0.7114583333333333,1.0801666666666667
2re,20,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.000000000000114e-5,3.333333333334447e-5,7.4535599250050994e-6,3.333333333334447e-5,1,0.10357000000000001,0.10891666666666668,0.10357000000000001,0.10891666666666668,include,100,0.1726166666666667,0.21577083333333336,0.13614583333333335
2re,20,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,7.28113,6.925883333333333,0.817237336107313,8.742483333333332,1.2622914525944944,8.916746666666667,10.856683333333335,8.916746666666667,10.856683333333335,include,100,14.861244444444445,18.576555555555558,13.570854166666669
2re,20,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.2759733333333334,2.6427,1.4267155934270075,4.025166666666667,1.5231266003203796,2.4094866666666666,4.17125,2.4094866666666666,4.17125,include,100,4.015811111111111,5.019763888888889,5.2140625
2re,21,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09594333333333334,0.07181666666666665,0.03729191638650095,0.14425,2.008586679043862,4.83742,5.890633333333333,4.83742,5.890633333333333,include,100,8.062366666666666,10.077958333333331,7.363291666666666
2re,21,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.25598,0.19620000000000004,0.13452140959300446,0.4966166666666666,2.5311756710839273,0.7094233333333333,1.4256333333333333,0.7094233333333333,1.4256333333333333,include,100,1.1823722222222222,1.4779652777777776,1.7820416666666667
2re,21,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,13.99239,14.872216666666668,3.8489883422393527,17.55473333333333,1.1803710049947718,15.148303333333335,18.671933333333335,15.148303333333335,18.671933333333335,include,100,25.247172222222225,31.55896527777778,23.339916666666667
2re,21,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.33333333333267e-5,3.3333333333314856e-5,1.6219309263557786e-17,3.333333333334447e-5,1.0000000000008884,0.11563333333333334,0.1361,0.11563333333333334,0.1361,include,100,0.19272222222222224,0.2409027777777778,0.170125
2re,21,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.21717999999999998,0.142,0.11990994039509634,0.35174999999999995,2.477112676056338,2.8448333333333333,3.4255,2.8448333333333333,3.4255,include,100,4.741388888888889,5.926736111111111,4.281875
2re,21,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.7880333333333334,2.102633333333333,1.7535926919628615,5.710716666666666,2.7159831322627186,3.014146666666667,5.994183333333334,3.014146666666667,5.994183333333334,include,100,5.023577777777778,6.279472222222222,7.492729166666667
2re,22,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09955333333333334,0.09359999999999999,0.020053932144206647,0.12635,1.3498931623931625,4.224843333333333,4.454916666666666,4.224843333333333,4.454916666666666,include,100,7.0414055555555555,8.801756944444444,5.568645833333332
2re,22,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.20151999999999998,0.14118333333333333,0.13235748541145848,0.43821666666666664,3.1038838389800496,0.56981,1.3413,0.56981,1.3413,include,100,0.9496833333333333,1.1871041666666666,1.676625
2re,22,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,17.11367333333333,17.275249999999996,2.0622260388284834,20.021466666666665,1.158968273493389,18.426136666666668,21.13901666666667,18.426136666666668,21.13901666666667,include,100,30.71022777777778,38.38778472222223,26.423770833333336
2re,22,Local-GAM,10,10,9,0,0,0,0,0,1,0,0,0,0,1,9,0.9,0,0.7565148148148149,0.45380000000000004,0.6033538816392894,1.8366000000000002,4.047157338034377,0.8712866666666668,2.168516666666667,0.9160907407407408,2.168516666666667,include,100,1.4521444444444447,1.8151805555555558,2.710645833333334
2re,22,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.666666666666965e-5,3.333333333334447e-5,9.128709291763928e-6,3.333333333334447e-5,1,0.08961333333333334,0.10036666666666666,0.08961333333333334,0.10036666666666666,include,100,0.14935555555555557,0.18669444444444447,0.12545833333333334
2re,22,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.6908333333333334,0.6531166666666667,0.09784669627648258,0.8649000000000001,1.3242657003598133,2.73258,3.7501,2.73258,3.7501,include,100,4.5543,5.692874999999999,4.687625000000001
2re,22,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.103876666666667,1.6384666666666665,2.9278601262649526,7.702533333333334,4.701061968507141,3.25063,7.8471166666666665,3.25063,7.8471166666666665,include,100,5.417716666666666,6.772145833333333,9.808895833333333
2re,23,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14602,0.14805,0.016487214743552043,0.16523333333333332,1.1160643926601372,4.46332,4.783566666666667,4.46332,4.783566666666667,include,100,7.438866666666668,9.298583333333335,5.9794583333333335
2re,23,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.23887,0.27265,0.04656773352392788,0.2732833333333333,1.0023228803716608,0.63376999999999994,0.7268666666666665,0.63376999999999994,0.7268666666666665,include,100,1.0562833333333332,1.3203541666666665,0.9085833333333332
2re,23,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,10.325716666666667,10.785833333333333,1.4361289096522252,11.377333333333333,1.0548404542996215,11.451936666666667,12.497516666666666,11.451936666666667,12.497516666666666,include,100,19.08656111111111,23.858201388888887,15.621895833333333
2re,23,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.24716333333333335,0.1526666666666667,0.13289120571187377,0.3938,2.5794759825327502,0.4139966666666667,0.6117166666666666,0.4139966666666667,0.6117166666666666,include,100,0.6899944444444445,0.8624930555555556,0.7646458333333332
2re,23,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.666666666666411e-5,3.333333333334447e-5,7.4535599250017875e-6,5.000000000000189e-5,1.4999999999995557,0.11172666666666667,0.12886666666666666,0.11172666666666667,0.12886666666666666,include,100,0.1862111111111111,0.23276388888888888,0.16108333333333333
2re,23,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.05278,1.0858333333333334,0.08805902487031697,1.1036166666666667,1.0163775901765157,3.30064,3.397116666666667,3.30064,3.397116666666667,include,100,5.501066666666667,6.876333333333334,4.246395833333334
2re,24,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.30901666666666666,0.3757666666666666,0.11471895489024955,0.40380000000000005,1.0746030337975698,6.09693,7.701866666666667,6.09693,7.701866666666667,include,100,10.16155,12.7019375,9.627333333333333
2re,24,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.24533000000000002,0.20831666666666668,0.1185644886642802,0.4553666666666667,2.185934874789983,0.5776600000000001,0.9830666666666666,0.5776600000000001,0.9830666666666666,include,100,0.9627666666666668,1.2034583333333335,1.2288333333333332
2re,24,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,17.417656666666666,17.816916666666668,1.4339001815464316,19.089566666666666,1.07142930641759,18.59820666666667,20.21385,18.59820666666667,20.21385,include,100,30.997011111111117,38.7462638888889,25.267312500000003
2re,24,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.20809666666666668,0.2471833333333334,0.07850682153658864,0.27596666666666664,1.1164452835277456,0.38559999999999994,0.4938833333333333,0.38559999999999994,0.4938833333333333,include,100,0.6426666666666666,0.8033333333333332,0.6173541666666666
2re,24,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.333333333332708e-5,3.333333333334447e-5,1.4907119849983712e-5,6.666666666662971e-5,1.9999999999982232,0.15127000000000002,0.19891666666666666,0.15127000000000002,0.19891666666666666,include,100,0.2521166666666667,0.3151458333333334,0.24864583333333332
2re,24,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9.978706666666668,10.46695,1.066072359736638,10.526333333333332,1.0056734132993213,12.276193333333334,12.949950000000001,12.276193333333334,12.949950000000001,include,100,20.46032222222222,25.575402777777775,16.1874375
2re,24,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.158253333333334,3.3730333333333333,5.038812280761212,12.889216666666668,3.821253866450574,6.313856666666667,13.043800000000001,6.313856666666667,13.043800000000001,include,100,10.523094444444444,13.153868055555556,16.304750000000002
3re,1,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.012693333333333338,0.009166666666666663,0.008117493113298251,0.02570000000000001,2.803636363636366,0.45497,0.46515,0.45497,0.46515,include,100,0.7582833333333333,0.9478541666666667,0.5814375
3re,1,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.017339999999999994,0.01746666666666667,2.496108081705493e-4,0.017549999999999986,1.0047709923664112,0.07724666666666667,0.07871666666666667,0.07724666666666667,0.07871666666666667,include,100,0.12874444444444444,0.16093055555555555,0.09839583333333334
3re,1,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.01729,0.013099999999999994,0.007801429712274255,0.02778333333333333,2.1208651399491103,0.06508333333333333,0.07396666666666668,0.06508333333333333,0.07396666666666668,include,100,0.10847222222222222,0.13559027777777777,0.09245833333333335
3re,1,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.3333333333332245e-5,1.6666666666687037e-5,9.128709291750413e-6,3.333333333334447e-5,1.9999999999982236,0.04683333333333334,0.046950000000000006,0.04683333333333334,0.046950000000000006,include,100,0.07805555555555556,0.09756944444444444,0.058687500000000004
3re,1,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.008673333333333328,0.007749999999999997,0.0018871127270103532,0.010833333333333339,1.3978494623655926,0.07231666666666667,0.07636666666666668,0.07231666666666667,0.07636666666666668,include,100,0.12052777777777778,0.1506597222222222,0.09545833333333335
3re,1,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.4632533333333333,0.32655,0.4110321527704506,1.0914499999999998,3.342367171949165,0.4991066666666667,1.1327,0.4991066666666667,1.1327,include,100,0.8318444444444445,1.0398055555555556,1.415875
3re,2,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.017183333333333328,0.017733333333333334,0.003494300915618019,0.021550000000000003,1.2152255639097747,0.46558000000000005,0.47275000000000006,0.46558000000000005,0.47275000000000006,include,100,0.7759666666666668,0.9699583333333335,0.5909375000000001
3re,2,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.016679999999999993,0.016966666666666647,7.413763476729441e-4,0.017166666666666656,1.0117878192534386,0.07837666666666668,0.08268333333333334,0.07837666666666668,0.08268333333333334,include,100,0.13062777777777781,0.16328472222222226,0.10335416666666668
3re,2,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.014956666666666674,0.017616666666666673,0.004454672952205482,0.01893333333333335,1.0747398297067177,0.06461333333333333,0.06976666666666667,0.06461333333333333,0.06976666666666667,include,100,0.10768888888888889,0.13461111111111113,0.08720833333333333
3re,2,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.04697333333333334,0.046733333333333335,5.890906363012172e-4,0.04791666666666667,1.025320970042796,0.09723333333333334,0.09815,0.09723333333333334,0.09815,include,100,0.16205555555555556,0.20256944444444447,0.1226875
3re,2,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.3333333333338546e-5,3.333333333334447e-5,1.666666666666483e-5,5.000000000000189e-5,1.4999999999995557,0.043586666666666676,0.045383333333333345,0.043586666666666676,0.045383333333333345,include,100,0.07264444444444447,0.09080555555555558,0.05672916666666668
3re,2,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.02082,0.02093333333333334,1.792732241270025e-4,0.02098333333333334,1.002388535031847,0.08684,0.08966666666666666,0.08684,0.08966666666666666,include,100,0.14473333333333332,0.18091666666666667,0.11208333333333333
3re,2,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.31672666666666666,0.32935000000000003,0.25324372225409875,0.5948166666666667,1.806032083396589,0.35606666666666664,0.63335,0.35606666666666664,0.63335,include,100,0.5934444444444443,0.7418055555555554,0.7916875
3re,3,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.018339999999999995,0.017683333333333332,0.002727167843101054,0.022083333333333323,1.2488218661639958,0.46046000000000004,0.47070000000000006,0.46046000000000004,0.47070000000000006,include,100,0.7674333333333334,0.9592916666666668,0.5883750000000001
3re,3,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.016950000000000003,0.016416666666666656,9.263878477422166e-4,0.018000000000000002,1.096446700507615,0.08129333333333333,0.08231666666666665,0.08129333333333333,0.08231666666666665,include,100,0.13548888888888888,0.1693611111111111,0.10289583333333331
3re,3,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.017243333333333333,0.016133333333333333,0.002791420387146614,0.021749999999999995,1.3481404958677683,0.06800999999999999,0.07246666666666665,0.06800999999999999,0.07246666666666665,include,100,0.11334999999999998,0.14168749999999997,0.09058333333333332
3re,3,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.015256666666666661,0.01553333333333334,9.941216111612175e-4,0.01653333333333332,1.0643776824034321,0.06527000000000001,0.06741666666666667,0.06527000000000001,0.06741666666666667,include,100,0.10878333333333336,0.1359791666666667,0.08427083333333334
3re,3,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.33333333333267e-5,3.3333333333314856e-5,1.1785113019779728e-5,5.000000000000189e-5,1.5000000000008882,0.04646,0.0466,0.04646,0.0466,include,100,0.07743333333333333,0.09679166666666666,0.05825
3re,3,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03479333333333334,0.03585,0.0016839355358471706,0.03611666666666669,1.0074384007438408,0.09877000000000001,0.10256666666666668,0.09877000000000001,0.10256666666666668,include,100,0.1646166666666667,0.20577083333333335,0.12820833333333334
3re,3,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.22013,0.2168666666666667,0.18202473214129752,0.4784333333333333,2.2061174300645554,0.26667,0.5259,0.26667,0.5259,include,100,0.44445,0.5555625,0.657375
3re,4,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.029910000000000003,0.02888333333333334,0.0030626694964433344,0.03496666666666668,1.2106174264281595,0.49427333333333334,0.5024000000000001,0.49427333333333334,0.5024000000000001,include,100,0.8237888888888889,1.0297361111111112,0.6280000000000001
3re,4,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.016813333333333336,0.016666666666666666,3.596680568400701e-4,0.017416666666666667,1.0450000000000002,0.08188333333333334,0.08473333333333333,0.08188333333333334,0.08473333333333333,include,100,0.13647222222222224,0.1705902777777778,0.10591666666666666
3re,4,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.024966666666666668,0.02463333333333333,0.001481225093555256,0.027299999999999998,1.1082543978349122,0.07569666666666666,0.07765,0.07569666666666666,0.07765,include,100,0.1261611111111111,0.1577013888888889,0.0970625
3re,4,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.013549999999999998,0.013566666666666668,4.1516395690271757e-4,0.014083333333333344,1.0380835380835387,0.06356333333333333,0.06555,0.06356333333333333,0.06555,include,100,0.10593888888888889,0.13242361111111112,0.0819375
3re,4,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.0000000000000757e-5,1.6666666666657428e-5,7.4535599250051e-6,3.333333333334447e-5,2.000000000001777,0.04667000000000001,0.05013333333333335,0.04667000000000001,0.05013333333333335,include,100,0.07778333333333334,0.09722916666666667,0.06266666666666669
3re,4,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.15727333333333335,0.15739999999999998,0.0019889137180324817,0.1602666666666667,1.0182126217704366,0.23019,0.23293333333333335,0.23019,0.23293333333333335,include,100,0.38365000000000005,0.47956250000000006,0.2911666666666667
3re,4,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.5382633333333333,0.30108333333333337,0.4689083290236779,1.3606666666666667,4.519236091890395,0.5853833333333334,1.4056666666666666,0.5853833333333334,1.4056666666666666,include,100,0.9756388888888889,1.2195486111111111,1.7570833333333333
3re,5,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.023453333333333333,0.02536666666666667,0.007963173920547566,0.032850000000000004,1.295006570302234,0.84997,0.8603166666666666,0.84997,0.8603166666666666,include,100,1.4166166666666666,1.7707708333333332,1.0753958333333333
3re,5,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03353999999999999,0.03269999999999999,0.001844609263050943,0.03558333333333333,1.0881753312945974,0.13167,0.13665000000000002,0.13167,0.13665000000000002,include,100,0.21945000000000003,0.27431250000000007,0.17081250000000003
3re,5,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09349000000000003,0.09175000000000001,0.015468833361167087,0.11098333333333338,1.209627611262489,0.16536,0.18505,0.16536,0.18505,include,100,0.2756,0.34450000000000003,0.23131249999999998
3re,5,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.3333333333332245e-5,1.6666666666687037e-5,9.128709291750413e-6,3.333333333334447e-5,1.9999999999982236,0.05431333333333334,0.06353333333333336,0.05431333333333334,0.06353333333333336,include,100,0.09052222222222223,0.11315277777777778,0.07941666666666669
3re,5,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.015250000000000003,0.015266666666666673,4.254083006033394e-4,0.015750000000000004,1.031659388646288,0.13951,0.14354999999999998,0.13951,0.14354999999999998,include,100,0.23251666666666665,0.2906458333333333,0.17943749999999997
3re,5,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.10168,0.7772666666666666,0.9764742457916872,2.7467333333333332,3.5338365211424656,1.1680533333333334,2.8122666666666665,1.1680533333333334,2.8122666666666665,include,100,1.9467555555555556,2.4334444444444445,3.515333333333333
3re,6,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.02984,0.02958333333333334,0.004361504582391512,0.033616666666666656,1.1363380281690134,0.8472366666666666,0.8589833333333333,0.8472366666666666,0.8589833333333333,include,100,1.412061111111111,1.7650763888888887,1.0737291666666666
3re,6,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03278666666666666,0.028516666666666673,0.009467469156127315,0.049716666666666645,1.7434248977206301,0.12298999999999999,0.16636666666666666,0.12298999999999999,0.16636666666666666,include,100,0.20498333333333332,0.2562291666666667,0.20795833333333333
3re,6,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10746,0.10753333333333333,0.014930127073955,0.1294833333333333,1.2041227526348417,0.18528666666666666,0.2031666666666667,0.18528666666666666,0.2031666666666667,include,100,0.3088111111111111,0.3860138888888889,0.25395833333333334
3re,6,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10426333333333333,0.09501666666666668,0.015506564022302868,0.1226,1.2902999473776529,0.17321,0.19288333333333335,0.17321,0.19288333333333335,include,100,0.28868333333333335,0.3608541666666667,0.24110416666666667
3re,6,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.9999999999995217e-5,1.6666666666657428e-5,2.173067468401041e-5,6.666666666665932e-5,4.000000000001776,0.06343333333333334,0.06376666666666668,0.06343333333333334,0.06376666666666668,include,100,0.10572222222222223,0.13215277777777779,0.07970833333333335
3re,6,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.031203333333333336,0.03113333333333334,5.061291007901746e-4,0.03175000000000002,1.0198072805139191,0.16279333333333332,0.17026666666666665,0.16279333333333332,0.17026666666666665,include,100,0.2713222222222222,0.33915277777777775,0.21283333333333332
3re,6,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.8663333333333334,0.26571666666666666,1.3823208750744767,3.3388833333333334,12.565577369378412,0.9294833333333334,3.4001833333333336,0.9294833333333334,3.4001833333333336,include,100,1.549138888888889,1.9364236111111113,4.250229166666667
3re,7,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03442333333333334,0.031649999999999984,0.007126248428638073,0.046683333333333334,1.4749868351764095,0.8621766666666667,0.8748666666666668,0.8621766666666667,0.8748666666666668,include,100,1.4369611111111111,1.796201388888889,1.0935833333333336
3re,7,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.029466666666666665,0.029483333333333337,2.457980200625521e-4,0.029766666666666674,1.0096099491237989,0.11537,0.11728333333333334,0.11537,0.11728333333333334,include,100,0.19228333333333333,0.24035416666666667,0.14660416666666667
3re,7,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11756666666666667,0.1077,0.02826161757185491,0.1610666666666667,1.4955122253172395,0.1858,0.22708333333333333,0.1858,0.22708333333333333,include,100,0.30966666666666665,0.38708333333333333,0.2838541666666667
3re,7,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03373333333333333,0.02798333333333334,0.008977464069051522,0.044916666666666674,1.6051220964860036,0.09790333333333334,0.11596666666666669,0.09790333333333334,0.11596666666666669,include,100,0.16317222222222225,0.20396527777777781,0.14495833333333336
3re,7,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.666666666666411e-5,3.333333333334447e-5,1.3944333775559313e-5,4.9999999999987094e-5,1.4999999999991118,0.04722333333333333,0.05311666666666666,0.04722333333333333,0.05311666666666666,include,100,0.07870555555555556,0.09838194444444445,0.06639583333333332
3re,7,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07743666666666667,0.07848333333333332,0.004164439404716505,0.08183333333333334,1.042684221703122,0.20869333333333337,0.21538333333333337,0.20869333333333337,0.21538333333333337,include,100,0.3478222222222223,0.4347777777777779,0.26922916666666674
3re,7,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.809286666666667,1.3384,10.451942505392372,24.482033333333334,18.292015341701536,5.878566666666667,24.574166666666667,5.878566666666667,24.574166666666667,include,100,9.797611111111111,12.247013888888889,30.717708333333334
3re,8,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06871333333333333,0.06701666666666668,0.013608873739014715,0.08739999999999999,1.3041531957224566,0.8681333333333333,0.9056333333333332,0.8681333333333333,0.9056333333333332,include,100,1.446888888888889,1.8086111111111112,1.1320416666666664
3re,8,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03834666666666667,0.03993333333333335,0.0035947376662127844,0.040016666666666666,1.0020868113522534,0.14677666666666667,0.15251666666666666,0.14677666666666667,0.15251666666666666,include,100,0.24462777777777778,0.3057847222222222,0.19064583333333332
3re,8,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.22045666666666666,0.2482666666666667,0.0653804311531958,0.2556333333333333,1.0296723952738989,0.2957166666666667,0.3307833333333334,0.2957166666666667,0.3307833333333334,include,100,0.49286111111111114,0.6160763888888889,0.41347916666666673
3re,8,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.02639666666666667,0.026600000000000002,6.79399244430942e-4,0.027016666666666675,1.0156641604010028,0.09589333333333334,0.09796666666666667,0.09589333333333334,0.09796666666666667,include,100,0.15982222222222223,0.19977777777777778,0.12245833333333334
3re,8,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.666666666666335e-5,1.6666666666657428e-5,8.109654631778893e-18,1.6666666666672234e-5,1.0000000000008884,0.05407,0.06125,0.05407,0.06125,include,100,0.09011666666666666,0.11264583333333333,0.0765625
3re,8,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.42224,0.42805,0.023876739610852318,0.4476833333333333,1.0458669158587393,0.58103,0.6264000000000001,0.58103,0.6264000000000001,include,100,0.9683833333333334,1.2104791666666668,0.7830000000000001
3re,8,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.7169166666666666,0.6326166666666667,0.7216948913841638,1.9270666666666665,3.046183839607977,0.78354,1.9988833333333331,0.78354,1.9988833333333331,include,100,1.3059,1.6323750000000001,2.4986041666666665
3re,9,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.05781666666666666,0.05791666666666666,0.015183283022236446,0.07863333333333333,1.357697841726619,1.6464833333333333,1.6707,1.6464833333333333,1.6707,include,100,2.744138888888889,3.4301736111111114,2.088375
3re,9,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08595666666666667,0.05951666666666669,0.03670413729328676,0.12688333333333335,2.1318958274992994,0.28115666666666667,0.41353333333333336,0.28115666666666667,0.41353333333333336,include,100,0.4685944444444444,0.5857430555555555,0.5169166666666667
3re,9,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.95741,0.9391333333333333,0.13218596622435627,1.1562,1.2311350890892312,1.11824,1.3002333333333334,1.11824,1.3002333333333334,include,100,1.863733333333333,2.3296666666666663,1.6252916666666666
